doi,title,publication_year,venue,is_open_access,llm_relevance,llm_variant,llm_approach,llm_metaheuristics,llm_is_hybrid,llm_how_solved
,Problèmes d'optimisation en tournées sur arcs,2002,,False,Variante de CARP,Otra variante,Metaheurística,,False,"Tesis que estudia tres generalizaciones del CARP: el ECARP (red realista), el SCARP (estocástico robusto) y el PCARP."
,Fast algorithms for general arc routing problems,2002,HAL (Le Centre pour la Communication Scientifique Directe),False,Variante de CARP,Otra variante,Heurística constructiva,,False,Algoritmos rápidos para problemas generales de arc routing (sin abstract detallado).
,Periodic arc routing problems: linear programming model and heuristics,2002,HAL (Le Centre pour la Communication Scientifique Directe),False,Variante de CARP,Periódico (PCARP),Heurística constructiva,,False,Modelo de programación lineal y heurísticas para el periodic arc routing problem.
10.1287/trsc.36.3.301.7832,The Arc Routing and Scheduling Problem with Transshipment,2002,Transportation Science,False,Variante de CARP,Con instalaciones intermedias (CLARPIF),Metaheurística,Búsqueda tabú,False,"Cota inferior y heurística de búsqueda tabú para el arc routing con transbordo (ARPT, recolección de basura con estación de transferencia)."
,Evolutionary Algorithms for Multiperiods Arc Routing Problems,2002,HAL (Le Centre pour la Communication Scientifique Directe),False,Variante de CARP,Periódico (PCARP),Metaheurística,Algoritmo evolutivo,False,Algoritmos evolutivos para problemas de arc routing multiperiodo.
,Realistic arc routing problems: fast heuristics and instance generator,2002,HAL (Le Centre pour la Communication Scientifique Directe),False,Variante de CARP,Otra variante,Heurística constructiva,,False,Heurísticas rápidas y generador de instancias para problemas realistas de arc routing.
,General Arc Routing Problems Solved by a Cutting Plane Algorithm and a Genetic Algorithm,2002,HAL (Le Centre pour la Communication Scientifique Directe),False,Variante de CARP,Otra variante,Híbrido / Matheurística,Algoritmo genético,True,Algoritmo de planos de corte (exacto) y algoritmo genético para el general arc routing problem.
10.1080/00207540210139051,Heuristics for single-pass welding task sequencing,2002,International Journal of Production Research,False,Arc routing relacionado,No es CARP (RPP/CPP/otro),Metaheurística,Búsqueda tabú,False,Heurísticas constructivas (vecino más cercano) y búsqueda tabú para la secuenciación de soldadura robótica modelada como arc routing.
10.1287/trsc.35.4.425.10431,A Variable Neighborhood Descent Algorithm for the Undirected Capacitated Arc Routing Problem,2001,Transportation Science,False,CARP núcleo,CARP clásico,Metaheurística,VND,False,Algoritmo de descenso de vecindario variable (VND) para el undirected CARP.
10.1002/net.3,The capacitated arc routing problem with intermediate facilities,2001,Networks,False,Variante de CARP,Con instalaciones intermedias (CLARPIF),Heurística constructiva,,False,Cotas inferiores y superiores (basadas en RPP y CARP) para el CARP con instalaciones intermedias (CARPIF).
10.3141/1771-22,Decision Support System for Snow Emergency Vehicle Routing: Algorithms and Application,2001,Transportation Research Record Journal of the Transportation Research Board,False,Variante de CARP,CARP clásico,Heurística constructiva,,False,"Sistema de soporte a decisiones con algoritmo heurístico para rutas de camiones de sal en emergencias de nieve (capacitated rural postman, Calvert County)."
10.1057/palgrave.jors.2601052,Solving arc routing problems with turn penalties,2001,Journal of the Operational Research Society,False,Arc routing relacionado,Otra variante,No especificado,,False,Enfoque directo (sin transformación a ruteo por nodos) más eficiente para arc routing con penalizaciones de giro.
,An integer linear model for general arc routing problems,2001,HAL (Le Centre pour la Communication Scientifique Directe),False,Variante de CARP,Otra variante,Exacto,,False,Modelo de programación lineal entera para problemas generales de arc routing.
10.1080/10170660109509459,A MIXED-STRATEGY HEURISTIC FOR THE MIXED ARC ROUTING PROBLEM,2001,Journal of the Chinese Institute of Industrial Engineers,False,Variante de CARP,Mixto (MCARP),Heurística constructiva,,False,Heurística de estrategia mixta (cuatro sub-heurísticas con garantía de peor caso) para el mixed arc routing.
10.1057/palgrave.jors.2601161,The laser-plotter beam routing problem,2001,Journal of the Operational Research Society,False,Variante de CARP,Otra variante,No especificado,,False,Modela y resuelve el ruteo del haz de un plotter láser como un arc routing restringido.
,Local search and evolutionary computation for arc routing in garbage collection,2001,,False,Variante de CARP,Otra variante,Híbrido / Matheurística,Algoritmo evolutivo,True,Métodos híbridos (algoritmo evolutivo + búsqueda local) que separan ruteo (mixed rural postman con penalizaciones de giro) y clustering para recolección de basura.
10.1287/opre.48.1.129.12455,A Tabu Search Heuristic for the Capacitated arc Routing Problem,2000,Operations Research,False,CARP núcleo,CARP clásico,Metaheurística,Búsqueda tabú,False,Búsqueda tabú para el CARP que supera a las heurísticas conocidas y a menudo alcanza el óptimo probado.
,Multiple center capacitated arc routing problems: a tabu search algorithm using capacitated trees,2000,RePEc: Research Papers in Economics,False,Variante de CARP,Multi-depósito,Metaheurística,Búsqueda tabú,False,Transformación a árbol de expansión mínima capacitado con restricciones de arco y búsqueda tabú para el CARP multi-centro (M-CARP).
10.5075/epfl-thesis-2103,Problèmes de cheminements optimaux dans les réseaux avec contraintes associées aux arcs,2000,Infoscience (Ecole Polytechnique Fédérale de Lausanne),True,CARP núcleo,CARP clásico,Metaheurística,Búsqueda tabú; VND,False,Heurísticas de búsqueda tabú (con post-optimización) y descenso de vecindario variable para el CARP (tesis).
10.1007/978-1-4615-4495-1,"Arc Routing : Theory, Solutions and Applications",2000,,False,Arc routing relacionado,Otra variante,Survey / Teórico / Modelado,,False,"Libro sobre teoría, soluciones y aplicaciones de arc routing."
,CONTROLLING TURN PENALTIES IN ARC ROUTING PROBLEMS,1999,,False,Arc routing relacionado,Otra variante,No especificado,,False,Enfoque directo (sin transformación a ruteo por nodos) para controlar penalizaciones de giro en arc routing.
,TABU SEARCH HEURISTIC FOR THE CAPACITATED ARC ROUTING PROBLEM. REVISED EDITION,1997,,False,CARP núcleo,CARP clásico,Metaheurística,Búsqueda tabú,False,Algoritmo de búsqueda tabú CARPET (siete procedimientos de remoción/reinserción/reoptimización) para el CARP.
10.1057/jors.1996.20,An Interactive Algorithm for Vehicle Routeing for Winter — Gritting,1996,Journal of the Operational Research Society,False,Variante de CARP,CARP clásico,Heurística constructiva,,False,"Algoritmo interactivo (heurístico) para diseñar rutas de esparcido de sal como CARP con múltiples depósitos, prioridades y recarga."
10.1057/palgrave.jors.0470202,An Interactive Algorithm for Vehicle Routeing for Winter — Gritting,1996,Journal of the Operational Research Society,False,Variante de CARP,CARP clásico,Heurística constructiva,,False,"Algoritmo interactivo (heurístico) para diseñar rutas de esparcido de sal como CARP con múltiples depósitos, prioridades y recarga."
10.1007/978-0-387-34897-1_73,Arc routing for rural Irish networks,1996,,True,Variante de CARP,CARP clásico,Heurística constructiva,,False,Heurísticas (route-first cluster-second y clustering por árboles de caminos más cortos) para el CARP en redes rurales dispersas irlandesas.
10.1007/978-0-387-34897-1_74,Arc routing vehicle routing problems with vehicle/site dependencies,1996,,True,Variante de CARP,Otra variante,No especificado,,False,"Algoritmo para el vehicle arc routing con dependencias vehículo/sitio (flota heterogénea, recolección de residuos)."
10.1287/opre.43.3.399,"Arc Routing Problems, Part II: The Rural Postman Problem",1995,Operations Research,False,Arc routing relacionado,No es CARP (RPP/CPP/otro),Survey / Teórico / Modelado,,False,Segunda parte de una revisión de arc routing: el rural postman problem (y el CARP).
10.1287/opre.43.2.231,"Arc Routing Problems, Part I: The Chinese Postman Problem",1995,Operations Research,False,Arc routing relacionado,No es CARP (RPP/CPP/otro),Survey / Teórico / Modelado,,False,"Primera parte de una revisión de arc routing: el Chinese postman problem (undirected, directed, windy, mixed, hierarchical)."
10.1007/978-3-642-46955-8_52,Algorithms for the Capacitated-Chinese-Postman-Problem in Mixed Graphs,1994,,False,Arc routing relacionado,No es CARP (RPP/CPP/otro),No especificado,,False,Modela el capacitated Chinese postman (CCPP) como versión por arcos del VRP y propone algoritmos.
10.2307/2153592,Optimization Algorithms for Networks and Graphs.,1994,Mathematics of Computation,False,Arc routing relacionado,Otra variante,Survey / Teórico / Modelado,,False,Libro sobre algoritmos de optimización en redes y grafos (incluye el postman y problemas de arc routing).
10.1002/net.3230230304,Bounds for the general capacitated routing problem,1993,Networks,False,Variante de CARP,Otra variante,Heurística constructiva,,False,Heurísticas basadas en partición de un tour general (tour splitting) con análisis de peor caso y cotas inferiores para el general capacitated routing (GCRP).
10.1002/net.3230220706,The Capacitated Arc Routing Problem: Lower bounds,1992,Networks,False,CARP núcleo,CARP clásico,Exacto,,False,Nuevas cotas inferiores para el CARP (matching de costo mínimo y programación dinámica).
10.15807/jorsj.35.119,NODE DUPLICATION LOWER BOUNDS FOR THE CAPACITATED ARC ROUTING PROBLEM,1992,Journal of the Operations Research Society of Japan,True,CARP núcleo,CARP clásico,Exacto,,False,"Nuevo procedimiento de cotas inferiores por duplicación de nodos para el CARP, base para un algoritmo exacto."
,"ARC ROUTING: PROBLEMS, APPLICATIONS AND ALGORITHMS",1992,CENTRE DE RECHERCHE SUR LES TRANSPORTS PUBLICATION,False,Arc routing relacionado,Otra variante,Survey / Teórico / Modelado,,False,"Revisión de aplicaciones, formulaciones y algoritmos para CPP, RPP, stacker crane, hierarchical y CARP."
10.1007/978-3-642-48417-9_45,Heuristics for Several Routing Problems,1992,,False,Variante de CARP,Otra variante,Heurística constructiva,,False,Heurísticas basadas en partición de tour (tour splitting) para el general capacitated routing problem (GCRP).
,The capacitated arc routing problem. A heuristic algorithm,1990,UPCommons institutional repository (Universitat Politècnica de Catalunya),True,CARP núcleo,CARP clásico,Heurística constructiva,,False,"Heurística que selecciona K centros, construye grafos conexos, resuelve un problema de asignación general y un rural postman por vehículo para el CARP."
10.1080/03155986.1989.11732082,The Capacitated Canadian Postman Problem,1989,INFOR Information Systems and Operational Research,False,Arc routing relacionado,No es CARP (RPP/CPP/otro),Heurística constructiva,,False,Heurística de fusión de ciclos y secuenciación por tour de Euler con penalizaciones para el capacitated Chinese postman (contexto Canada Post).
10.1002/net.3230180305,New lower bounds for the Capacitated Arc Routing Problem,1988,Networks,False,CARP núcleo,CARP clásico,Exacto,,False,Nueva técnica de cotas inferiores más ajustadas para el CARP (revisa el matching lower bound y el node scanning lower bound).
,COMPARISON OF THREE HEURISTICS FOR AN ARC ROUTING PROBLEM,1987,Kagoshima Kenritsu Tanki Daigaku Chiiki Kenkyūjo kenkyū nenpō,False,Arc routing relacionado,No es CARP (RPP/CPP/otro),Heurística constructiva,,False,Comparación de tres heurísticas para un problema de recogida-entrega punto a punto (stacker crane) como arc routing.
10.1080/01966324.1987.10737208,The Capacitated Chinese Postman Problem: Lower Bounds and Solvable Cases,1987,American Journal of Mathematical and Management Sciences,False,Arc routing relacionado,No es CARP (RPP/CPP/otro),Exacto,,False,Cota inferior basada en matching y casos resolubles directamente para el capacitated Chinese postman (CCPP).
,On Arc Routing Problems,1983,UPCommons institutional repository (Universitat Politècnica de Catalunya),True,Arc routing relacionado,Otra variante,Survey / Teórico / Modelado,,False,"Revisión general de problemas de arc routing (cartero chino, rural, m-carteros): complejidad, exactos y heurísticos con análisis de peor caso."
10.1002/net.3230110308,Capacitated arc routing problems,1981,Networks,False,CARP núcleo,CARP clásico,Exacto,,False,"Artículo fundacional: define el CARP, da formulaciones matemáticas, análisis de complejidad, estrategia aproximada y cotas inferiores."
,"Orienteering Problem with Variable Profits, Fractional Objective Function and Demand on Arcs",1970,Journal of New Researches in Mathematics,False,Variante de CARP,Prize-collecting / Profitable,Exacto,,False,"Modelo de programación entera para el orienteering con ganancias variables, objetivo fraccional y demanda en arcos."
,In-Depth Analysis of Pricing Problem Relaxations for the Capacitated Arc-Routing Problem,,RePEc: Research Papers in Economics,True,CARP núcleo,CARP clásico,Exacto,,False,Análisis del problema de pricing y nuevos algoritmos de etiquetado para el branch-and-price exacto del CARP sobre el grafo disperso.
,SIM-Randsharp: A hybrid algorithm for solving the ARC routing problem with stochastic demands,,RECERCAT (Consorci de Serveis Universitaris de Catalunya),True,Variante de CARP,Estocástico / Incierto,Híbrido / Matheurística,Simheurística; Savings (RandSHARP),True,Algoritmo híbrido (RandSHARP con savings randomizado + simulación Monte Carlo) para el ARP con demandas estocásticas.
,Branch-price-and-cut for the Mixed Capacitated General Routing Problem with Time Windows,,RePEc: Research Papers in Economics,False,Variante de CARP,Con ventanas de tiempo (CARPTW),Exacto,,False,Transformación a ruteo por nodos y branch-price-and-cut para el mixed capacitated general routing con ventanas de tiempo (MCGRPTW).
